title,number,likes,retweets,time
We’ve teamed up with @Spotify to bring your music to your Uber. Learn more at http://uber.com/spotify  #UberSpotify,739,346,571,17 Nov 2014
The perfect way to start your Caturday: A glance back at #UberKITTENS—http://t.uber.com/kittensdata ,740,69,59,15 Nov 2014
"Last night @iava honored UberMILITARY, capping off a week of tributes to our nation’s veterans—http://t.uber.com/IAVA_2014 ",741,38,31,14 Nov 2014
"A humbling evening—@iava honors @travisk with the 2014 Civilian Service Award, presented by @iamjrmartinez",742,31,25,13 Nov 2014
Where does Las Vegas take Uber? We decided to find out: http://t.uber.com/las-vegas  #UberData,743,33,24,7 Nov 2014
And we're back. Thanks for your patience. #UberOn,744,52,19,12 Nov 2014
We're currently experiencing a brief service disruption. Stay tuned for updates.,745,15,27,12 Nov 2014
"It’s official: We’re thrilled to announce that we’re bringing @Uber to more Oregon cities!
http://t.uber.com/UberOR  #ORlovesUber",746,31,32,12 Nov 2014
To all veterans – thank you. We are grateful for all that you and your families have done and continue to do in service to our country.,747,68,42,11 Nov 2014
Your Uber is arriving now... on Snapchat! Username: uber. Follow us to see today's Story.,748,47,33,7 Nov 2014
"Take the guesswork out of getting there. See ETA, fare, and travel time right in @googlemaps: http://t.uber.com/googlemaps ",749,62,57,7 Nov 2014
"After meeting some of the highest-rated @Uber drivers in NYC, you'll never want to take a yellow cab ever again",750,38,22,7 Nov 2014
"Hey #VancUBER, ready for more choice? Sign here to show your support: https://action.uber.org/vancouver/ ",751,513,384,6 Nov 2014
It's official: @MorganStanley now rides with Uber! See how #UberForBusiness helps them serve clients around the world—,752,26,25,6 Nov 2014
Request uberPOOL tonight in SF and you could win up to $500! It's time to play #cashPOOL: http://t.uber.com/cp ,753,15,25,5 Nov 2014
Introducing our all-star #UberMILITARY advisory board:,754,19,19,5 Nov 2014
Today's the day to VOTE! Start your morning off right and read @theSkimm in an Uber on your way to the polls.,755,11,8,4 Nov 2014
"We aim to provide safe and reliable rides to all of LA. Introducing uberWAV, our wheelchair-accessible option:",756,31,23,3 Nov 2014
"Things got spooky there, but we're back up and running. Have a safe and happy Halloween.",757,38,321,31 Oct 2014
Not a trick: We're currently experiencing a brief outage. We'll let you know once we're back.,758,25,48,31 Oct 2014
"You can be a million things tonight—make sure ""someone with a safe, reliable ride home"" is one of them! #HappyHalloween",759,110,76,31 Oct 2014
Catness meets Katniss at @VanityFair! #UberKITTENS #NationalCatDay,760,304,182,29 Oct 2014
"For cuteness overload (and then some), see a recap of all things #UberKITTENS on @AnimalPlanet: http://animalplanet.com/uberkittens ",761,17,19,29 Oct 2014
Cuddle for a cause! See how your #UberKITTENS request helps local shelters: http://t.uber.com/kittens ,762,69,58,29 Oct 2014
"West Coast, your new best friend is en route. #UberKITTENS",763,57,50,29 Oct 2014
"Meet our official #UberKITTENS spokescat, @The_Monster_Cat",764,48,50,29 Oct 2014
We’re on Snapchat! Username: uber. Follow us for surprise #UberKITTENS snaps. #Snapcat,765,37,23,29 Oct 2014
The gang is back! Uber + @Cheezburger + @ASPCA = the purrrfect #NationalCatDay. http://t.uber.com/kittens  #UberKITTENS,766,84,75,29 Oct 2014
"Your #UberKITTENS are arriving meow! TODAY 12-4PM, request KITTENS and give back! http://t.uber.com/kittens ",767,116,245,29 Oct 2014
"This is MONUMENT-SIZED news: Today, DC became one of the most ridesharing-friendly US cities—http://t.uber.com/dcx ",768,81,84,28 Oct 2014
Viva Las Vegas! Don't gamble with Uber's future in Nevada. Sign the petition now:,769,46,90,28 Oct 2014
Time to #UberTOVote! Free rides begin at 9AM so you can get to and from the polls with Uber. http://blog.uber.com/UberTOVote ,770,32,81,27 Oct 2014
"Get a flu shot, give a whole lot more. See how your request helps @RedCross: http://t.uber.com/UberHEALTH  (Now until 4pm!)",771,39,38,23 Oct 2014
"For every shot given today, we're donating $5 to the @RedCross Measles & Rubella Initiative. You can help too: http://redcross.org/cm/uber-pub ",772,16,13,23 Oct 2014
"It's #UberHealth Day! If you live in Boston, DC, NYC - order a @VaccineFinder @Uber to bring the #fluvax to you http://bit.ly/1FFkh2D ",773,6,23,23 Oct 2014
"Flu season is just around the corner. Luckily, #UberHEALTH is bringing back house calls: http://t.uber.com/UberHEALTH ",774,59,106,23 Oct 2014
"#UberHEALTH is happening TODAY in BOS, NYC, + DC—bringing on-demand flu packs directly to you. http://t.uber.com/UberHEALTH ",775,32,63,23 Oct 2014
"Just ran into my first ever Uber driver, Steve, back from when there were only 3-4 drivers. cc @ryangraves @travisk",776,93,13,22 Oct 2014
"Companies that use Uber for Business save over $1,000 per employee/year. How much could your business save?",777,38,51,21 Oct 2014
Riding with Uber just got easier. Introducing one-tap sign up & ride with #ApplePay: http://t.uber.com/applepay ,778,69,77,20 Oct 2014
This is what happens when you put @MartinGarrix on an Uber party bus in Amsterdam:,779,1K,558,20 Oct 2014
Meet Uber LA's newest uberX partner: @jimmykimmel—,780,59,58,17 Oct 2014
"""We understand that veterans are...our nation's most talented & skilled leaders""—@ryangraves on UberMILITARY at #DF14",781,40,26,15 Oct 2014
"You ride, we donate. Toronto, see how $1 of every uberX ride you take this week can go to your charity of choice: http://t.uber.com/RideForACauseTO ",782,15,11,15 Oct 2014
"Bike and ride! Now in Seattle, you can Uber and take your bike along—with UberPEDAL. http://t.uber.com/sea-uberpedal ",783,69,64,13 Oct 2014
Forget street level—we're going sky high in Cape Town! Take flight with #UberCHOPPER: http://t.uber.com/chopper-cape-town …,784,77,67,10 Oct 2014
We’ve teamed up with the @HoustonTexans! See how we’re enhancing the gameday experience for Houston fans: http://t.uber.com/texans ,785,15,11,9 Oct 2014
We’re hiring! Help change the way people—and things—move around the world. Apply today:,786,48,47,9 Oct 2014
Help bring uberX to Philadelphia and the rest of Pennsylvania! Take action and sign the petition at http://action.uber.org/PA  #PAneedsUber,787,23,46,7 Oct 2014
"Congratulations to our inaugural #SixthStar Award winners—Edith, Billy, and Mikhayel! See their stories here:",788,17,8,5 Oct 2014
"In @travisk's City of the Future, London could see 1 million fewer cars + 1,000s more jobs. http://t.uber.com/city-future ",789,40,50,3 Oct 2014
"Secret Ubers have hit the beaches of Phuket, Thailand! Catch a ride in paradise: http://t.uber.com/phuket ",790,48,29,3 Oct 2014
See what companies are saying about Uber for Business—now available in every country we serve: http://t.uber.com/globalbusiness  #OpenForBusiness,791,16,13,1 Oct 2014
"uberX is live in Ottawa and it's 40% cheaper than a TAXI. To celebrate, enjoy 10 FREE rides 'till Sunday. http://blog.uber.com/uberXOttawa  #UberOttawa",792,34,110,1 Oct 2014
"Together with @AmericanExpress, we're excited to kick off the #SixthStar Award program, recognizing our top partners:",793,26,39,1 Oct 2014
"Starting today, we're officially #OpenForBusiness in all 45 countries where Uber is available! http://t.uber.com/globalbusiness ",794,71,66,30 Sep 2014
Where in the world are people going? A map of our coverage across Europe by dropoff location #UberData,795,54,72,30 Sep 2014
"""When entrenched interests win, everyone loses."" Read more from our favorite opinion piece this week, via @WSJ: http://t.uber.com/WSJ ",796,29,27,29 Sep 2014
Choice is a beautiful thing. A @WSJ op-ed today agrees—transportation choices like Uber benefit everyone: http://t.uber.com/WSJ  [PAYWALL],797,29,62,29 Sep 2014
We've been drafted by the @SacramentoKings! Their integration of the Uber API is first in all of pro sports:,798,47,60,25 Sep 2014
uberX in NYC is now permanently cheaper than a yellow taxi! Details: http://t.uber.com/nyc-uberX-price-cut …,799,73,63,25 Sep 2014
Our LatAm team is growing quickly—we'd love for you to join us on the ground! Apply today: http://t.uber.com/latam-jobs ,800,13,32,24 Sep 2014
"Why, thank you! RT @souljaboy I love my @uber",801,48,17,23 Sep 2014
"De Madrid al cielo! Madrileños, your uberPOP is arriving now:",802,18,21,23 Sep 2014
"Take note, Philadelphia! MT @Uber_Philly Proud to introduce WAV today—our new wheelchair accessible option: http://t.uber.com/phlWAV ",803,17,20,22 Sep 2014
"In celebration of UberMILITARY, we're offering discounted rides
from select military bases this weekend. Details: http://t.uber.com/ubermilitaryrides …",804,25,28,19 Sep 2014
The wait is over #NOLA. UberBLACK & UberSUV are officially rolling today!,805,20,48,19 Sep 2014
"TODAY in Fayetteville, NC: Request UberMILITARY to get behind the wheel as an Uber partner: http://t.uber.com/smallbizondemand …",806,15,7,19 Sep 2014
Read how our vehicle financing program is helping drivers launch their own small businesses: http://t.uber.com/vehicle-financing … (via @FortuneMagazine),807,36,27,18 Sep 2014
